Plain_text,Cipher_text
it'd be cool to implement a coop mode w this feature though. not sure how accessible that'd be on the roblox platform tho.,252958535c7742e318e91bb0e66fd20471f6da7cc0de42459558278353252d997905ac4d506e721baf657871ac965cdf8a13f80bd1631158c299497e1d0db54ee67debe2b241e6af321fc6b6eabb126a04f56a92bcb0a5795f015ec36f65ac161a1218e6966120d9f91d790838e8f72f9b2ab89ba4c8bb04e9965d17bb2408c1
if it's turned-based definitely assume control. making it ai just creates a variable out of your control.,0d199d2e01ac250cd6c4fa0f2f7d1d8281ba32efb12a1f4f4fdcfb5e122827b5883f0d20d0364d2ef4f6bf93b4a77bd114824be5dbf60bd49ac7452305732c077dc85a3b51dab94b004fcf21bdcfbc67f8675aefd4cfae35ddb68f0d6e95bfeffcc79455ac625c4a89c4d97798290ddb
holy fuck i hate cpanel.,818164c9523ee1df7b0c256685e04ef048e3e11b795d58e5a6e7c5b49303e41c
"that's a bummer. we're not for everyone, though, i understand. is there anything i can do to help?",d8cf538951d6badf7e94f252f5722bcd56c1994e8bb349487011435b21cdddc3d8c87ba65e865718c4c348f76ba81111fc6dbdf090e6e50c5811b3349d2c49cfb63b1dcb397cfe8cd1f3a031ee4633b51b257f81875e584e15893d1ca9f39dfb95f76d29d1569cc692e8e9969be641b4
"nope. my provider includes it by default, and it is not the easiest to clean out. all good now. i think. less you, more them.",43396b9f6294004477d45872a5a046492e63375771e6bc8e0ed7148168311de782ba6a13e009a426772b066f25953a0f3a39517cac444d933b58a22939069d7c29395858a228ca82c0e40c9dc16c26a56e340df573ad8ba4300cea92d4aaba63fc61a2c907639a436614e57d4d3277cb82944bf26bac187a2daf1c193ce3359d
"totally understandable. if i can help you minimize the impact at all, or answer any other questions, definitely let me know!",7518172631d0c0645d8aa9e7a685c6fa5789c4a8fb3e85d01f7366093a6ce8d4ac790719cf6781f76146f958e03f751b19e8bd649fa623f4a82127702f541891e8062159944818c7a791375211ae62eb58dc203322baa1e21ecf227ed1d432c64f33e475974c1865e970e0fe619db7b11ec687589ce90be802c375b57414231f
"thanks, and thanks for reaching out!",631ed53acc8cb92cd4c38fa9657c5863c315f00f02da424dbfa0fb3327c8ab53352338724098df761aa73694cb77a2f5
poor tj mcconnell smfh,39169f201fefb2858202cbf558f3a614909cf74b590ead5b8fcabafcdfdc01b0
bayless don't start point?,804632f1782c6295ae0b2122954b7a96b00bce1fb1ce893eec4cdbba8ab3d397
he hurt,a5cc6952426f023ae9cd0a10776f595b
have a priest pray over tj before warmups,bf4c643d549389994ffb43ffb240cdb1a2cc28cd546d3cc8c333a156b04932fa0a14ba0014426aca203eb7197ceac644
it's gonna be ugly.,86425940121b55676bc1d4aca9465f5ec1556537530f6fbe2c842b2b0050b6bd
it's so funny how people that live in denton think that the asheboro mall is fancy,df23f04dd339195b0e36a60ed2aa47bec00e5c1ede9c5277eeb784da77c29d7797157c619953630b306a11884f64cbf89e6c940dfaf0104d7fcabcab69c3682df01bcf7718e8b9fede458f70c3701797f501cf9c3dd6481aa11f00f83709c16c
people from denton are hillbillies so,e8597d2e1ba230ff3c27e83155e9378be1eae33d5274728602e2fba240f065e07b60460800f1e7c58e174a8892f39304
explains why i'm always there,f786aa9e81cfeb3084283bd97e5b336e06d68b7827634a4a10d5c923b67f6163
the only good thing about denton is the japanese food lol,617d016433ba1f3c127b7c6214d76fcb41cefb0d50c38fdf90b4dfe8e55f489f778c393239ed7b05cc9040973a9ee550905d9e944c5291fc67f30c0d458cd968
bruh i didn't even know they had japanese food,89a8ae2ac353c51ba6108261db957991069735cdded6dbda8e264fab84292377041241e7736608b1ba21844ff68f37f2
6 am workouts and i'm somehow still awake rn. kill me.,d72ad1b13de56ec54842945bc67c929b38920933670bf85969d0d124841af1e0e34b01049559955627d326e7a44fad4e119e5c5d9a5a8051a1b26e2eeb5533a1
this motivates me to workout today even tho i feel sick and have a headache,a92e8d3bff4436247a10da6b9141df3fa07a2e31ea7cc8e74cb54fb21722d413747900a41704faa32a67c56d3f03c16bf742dc05a991cc3e974e6343131a19acdf2c5dc73f4e01fab2617022b6c5769e
just doooo it,3de87920c648f92379403943bd32b25b
btw did you just change your avi again?,b36c839cfb67afa063276cb7828d0fa0147141c8698b998ce2f9cee585da988eb69c955f24fab7d06b3ec46a6e536e2d
it's my trademark i haven't done it in a while lol,71d732a30ff78d6f80cf840e4457bb001bb33046c17b0e020a5b22ccd614c46380ba3a6f55de341d7d2de7d5f256dcfae49580ed6ede7babbe0fcce819df1e95
"you know when you eat ""healthy then you have random urges for rice &amp; stew -- my africans know what i'm talking about",479d7123c3983fecffcedbfd30b297eafdc5d3a09102c47fd9f2c5a1e912cae7040034f7e6227620148cc2725315919e99ec85ba5afde5b2d65ec2fb1da0dcf9b5677a0430384613608fbd0374e9a0cb7716f186646acd25a5643fe71cc84089ce23607ff61f55d3731b1e878a055aeac1c44cd0dc3cc1cb3404c434c3707d17
rice and stew is healthy bro lolol,7a51737be41521ea4b82d7312a80fe5bad6f36a8cbc51095c595d923926c840b9021a6b384399594393fbcb14acbc4d5
aha says who?!,fd05c7c044b44db34d328503737248fc
we live on rice and stew and we all skinny lmao,d2bead89278c23d4614a162eb0cb276a387f9c3149a27be5f3d79964c3ebd7e6538a217a526f2ae44ad35df440cef240
lol some people for sure,5ad578db407189a9b065a91b66ba374523b89950ee7cb8892ce43de06b5041c2
a true steeler fan demands more than a list of empty apologies and promises. #steelers #banbigbum,8a2d24d67f7f2d5e7eb226ed209f668b277e8cec127cae4ff94823a7b0a4ee9c43c4f1ee0d5fc122abed08400811b7677a3ff9f5e1d930f560f1113abe33c15a7e26093214cf7044f286f284e155cd19ee5c1083685b6c0b4ebbf79654816101b4370db81c32891aa9fa47c6fd13f711
boi u ain't no steelers fan smh,99cc262f049861d3722ed6c27d8ad62944b0b3c80fa439e02fb3f3cf6ae0e10d
"you ain't no english speaker, boi",b858f619819d81d0b349f3f11827a3aba5df1660e0230e8bf24f72f3041a0983cdc3de8b823e13e2c5d2a8e2fae9717b
"boi u stupid, making all kinds of stupid comments. just stop",5287c4933c6e2f11c164f8f651f180226efe049533dbf52901b2ec6360c202faf1518b9bf9805df7b886f8abfa93735a0f3a41d841da7ce74c15ca4f272c85f0
"yo boi, my tweets be fire af, boi.",34a852a5abb7cc26491057d797100f229a1210c225004affd6e7b6bfa6aa9f5340ec97743b86f32158a6238558813e5b
does rose water help improve skin?,8c38aa7355610b9d895fb62dd3be7daf65a0691f5531afb9a0f2673b582705e25b03a788a491468be9fdf6f6b25a3490
"yesssss, helped my skin so much, reduced size of my pores, nose area is way less shiny, even some acne scars faded",2d456f958b07e36a8d4874bb74e4b72eb2d25d2b7fcb66ccf175e39ae36e4e8f47d95740734c45195986274056ccce70589bf3b858a52b25b06e774cbe65425f5ec4d66604f661e0a41d1b65c56108b8bfc24018a86d6d249722aa2bb189f6c46872b293ad70d47f2dd6baef4adeca1c213c3d0af6472ba8cdd74b2e21b7f13f
right.. cause i use witch hazel now. are they like the same thing?,af4b38cce30c37720a3192de23d1ef0bbfa50b46fcbd71ef79e904478303b50660e194c5d200f0f90ded25a42faa55fb9bb68cfa7964f25eb1911d87de2fa3a08b8b74357debe7a8b4f4a02d87092126
"yeah but witch hazel dried my skin out a lot but i guess it's just whatever works for you, everyone's different (:",ed15a206c08bedc8ab6b8ab7e677a0e351029374bfb0a3d0eeb40f5f11017831eac78a5a35ae8a777ee5391477ea388c409299651e3413afea14006ab7067d8113686b642bd73ad865c3dc91aaa146a79a2e6d4e887037347b75978a7ddeb0fd7a2e8037a850e10dc399ff75d479b118e48f9284a7682a206aefdbd8beb4f826
aight bet bet bet bet bet bet! imma get some today &amp; see what it's shakin with,788180e129ab9c213c0219144542182b97e04c707ac84b8edf9fd43f14bac61d14c08ed4484a82e7e26bd0195306e9729bd75047431f585c825ca9a68e9cde9ebac66c94dd7ed5eddeadbb251548362ce0a384cfc057b68c16500479ff07fb81
my birthday november 11... make a note of that shit.,dcab4f30cd9fac22f5a87f80886084db0f942990464c679d1d02be03aa139e22c739df5ce4b6c2f508dbafc699e145f699f2482960c3b57387915d843699d771
i'll think about it,167ada0fe8b2e900affe1bf07da61632bb1c5f012cec92155501ca599fad2061
bring lotus,e43b3e96b3bab7ec1269999c232d4f7d
bye keith,79fc7cb1bd88d3cbb0fc1463a0162269
lol i neeeeed it,c547efc3ef14c6b3e2c59bb82cd13fdad5315358e8f85ca0f074f1e333aebdb2
"i know 2016 has been rough, but if this is the year joe arpaio finally goes down, it might have been worth it.",551425bfbcc7f42163cd9971af393921bfdfbde50676a11adcc9fafddf5b7f54924de91cc4dcc32fe0571af44597f7bb7cf563ac79218ef380d7ec1697ba81e775cf021dd2c67869b70d1bc8fa85619555759f89fe88c6d22dafd50b48a70116ff6f9bb87a1907e83bd6a8052a9e57e5
were sure trying out here.,f19db73baa6cef3ebc5a0f25b7036cdf31c647259a30fb351500e58237e37207
good luck. we're all counting on you.,274b94de01148f9aa2e01e32eef6bae0334347cdeb1d8cbec603bbd65997929436ada30739520a97d276ef84cc165689
"gotta say, its disheartening. ive spent years doing voter reg, financially supporting opponents, &amp; writing, but arpaio keeps winning",4bd78452e3f8995931d32cade1d1f6ea03d5a169919506fdebb2df85c4c68b1711acd3175eb25bfca7a69a7f3742a479d811a0653b1fd0bc947e683bd9bb1c1a483b0c0407eee0326ff80f7ab1e0eb57193892106877c7bda60a3cc36ab2803bbbbbb58a8b03c0b4defd10f942e69b8fc0c0755960e97baf2ceb8eb78cf8731932359b8654fa697117bfdf5460e1c8fc
"that said, your talk at altconf this year did a lot to reinvigorate me. thank you for that.",e9c3ef3a5bd6d254a952f4e5a27eeafd7220b74ab9b5c8d91914ed96a686431a11e9ad41434389e83e4b6fa9f5d59f1234da9cddfdf4961ed0c3f15b0058f2f72ae2e926d56e06628337b7b7bea52b8a97c1952b2856f98206202b1a3c92c6ea
pls explain,1fcedf5732300cb949d5ccba26cea105
were you already at the stop when the bus arrived or approaching vehicle when it was at the stop? ^hk,1910b326891193de507a963c643f7554b86b1625cf052706100392a69531c086fbe75ef71c4baabbb2359b0616bd9a6870217bb940996ee5ea799c2d47d8613d289304218a787d8ee6d765e297b8387d4c0561e52d1ad6c6a44c3366283729ea4613c9783391ec5c0f9f4f220f17f48f
"i was waiting at the stop and two 196 buses pulled up, we tried to go to the empty one but he looked at us and closed the door",2c0dfb80aa49b7f30c422bd9716c5ddd8a59c3e7f0dae040c74208fd91d173670b52bb8141786def871dc9e5eff0fdfe318d7f7a5d303fe455ca77bab8c1638c22a1a6e7e087972ad2779f47c45afbe612a359a75dc56b6225eb0ece47c0138039f3bbdeb84b95a8703fd99479a601020f409b7e5b91925dba444d348f5efd0b
not sure why the operator was not able to wait and accomodate you. were you able to get on the other bus? ^hk,1fe89f32bf308fb6ac4dd1b9d03ad5ef895e7d710dbf0f03699d31852a3ee847abf9556659c36766644aa3798bdfa0fc48f5264ef8a14d36f77cd614582d6bfdff10257a4001801ba20aa3d3a8398c1db92c8564b3fd230cfbd034361b9e51a156b3242861cb5005e9531e916d4495ce
no i ended up having to wait for another bus to come,0ae52440dac708f2ea0819f9db3204e5ed4933c25d5f8f48b1b7f679f8228915b088183abe7ef4d57adca80733ccda44dbf762ba61fcdf56f4dc9244183669cd
some of the conversations ash and i have actually sound like we date or something idk,9d7690e66418e0245942bc0db5a5129ed8403f76b421d4f69532aabb6e5563b30ec3abc2d54f08b136c6321966628d3a98f57a07ea6a2853e7cc61fa1437c6755f9b1079113ea57a3630d43033114fec7700615f579a9723fec8daff578e5dff
so ur cheating on me,3bdaf2eef52ba2c9003c6ff6ae8d502bf98a71c455a2b66c970c4bdc23b4f40d
oops,689383373deb534bb9649e34411462fa
"that's fine, nexttt",28660b93833217dc3d6bc95ae42aa5976e1061792ffe3e20d221e915d2e5b87f
stfu and love me,2a7349fb88e6c098e5d92103017f77d92aa12e56cceefb024a8eab58a1a1170d
i don't think it's coincidence that pretty and petty are spelled so similar,e802bb624ff8a7df58fb0e02fed0adb40da316db0c04daaca6d8566e5a1a5338ee8b37868f87b2d5a8ecf82e298c84e1cec29d35330e0a66fefbdf19f1122418f6688d85c6d8dcc3eedf362aa0c87bdc
oh my gawwdddd,38c8995f79ba595761f42f8a0f7f95a8
well am i wrong??!? lol,2a22055b18573644b92dd31171c0a74342c8ab72da60b2606849931622ab4871
spot on babe,284f06546b26ac277655273e2dd663f3
forreal.,cab0ba30ac61623a6a87f9f5c74dd748
you never ask me,3ec7bc63343cec013c76af86393e26def8b7fffdf9be8433ad1e6ba48a14ab38
you're always there anyways,11913004a5803827025f8e6df9bfe86bc00ced26111a86d2bb61998e763014db
yea well an invite would be nice ya know,6669529e4ba57a08f14ff2dd89c8ace7282a618a222a76174502531cde199a3244a490902e6b07b42c0195164e1231b0
next time you'll get a personal one,52622d8b9555d30288a5662b4edd403a752554af3cd3f4c500fb3763e1ff7c5420ab942674ad24766a41bd79248af1f5
cool ttyl,d9b782bf15dadca36a302402bd194f44
what did she make you get,ba3a781bfbdcee71134fc872afceffb65272fb0d289b52e414ac222cf8182799
"she didn't technically make me, but she is a very good at convincing",5c0bb69e3a03b355617de52eac297967c301cfb332327e49102e6e9f96f1ff22bbbd3e90c125d38b6bc2a734c7283d48cc9b7c1242f7bb6020511a1ae7bae12cdd4ad981e0452e5b4038a39e88b62fcd
oh i see lmao &amp; i see why you got that,8ea6a0ceddfa967f5b2c6a18073a8de9f54e223f4c99ed8b43a3e602a68d4625be983c478a6fa8e83f3c3c9e2b4524df
you know me,838e9d19716c72bca6c345f5507e940c
im siced asf i got a 100 on that us/va test  im tufffff,de051d4c0d653d0fda1324d87503aa580ba23c70108c207f46a2004aafdadccf06e6d64d18e3a7be9c44f89e347f6026d2878ace955285a177235774b513a6fb
ur not,703f377139a7ae7da98af539407fd198
who r u again ???,8dccedf4eee1191e5d3197948e388effab22382de829a31ad0f9216a8fd8b610
bet,db4fc7048c9ec992bf991ac4a4b57ea7
"lmaooo, just kidding",cf76bfda1ababdd6c6b66771f4ede7201a614d05cbe51f13d0afc1b89862645d
i washed my bangs so does that count for washing my hair? i think it does,f7995cad25d9019449057a5165cee747a29c13942e880b721771ee957d1b5619f0112dd95c6ad0a36d3c51c00dd0601f0d21b1fdb529e5aa41cd46d2ac907e3c1647b52c3d7b82412c29b3f910958635
"i do that because i don't want to was the whole head, but those bangs gotta be styled dry shampoo the rest!",2532a27b7af3a1bba532e9b24b11e0f8119b7a16546977f3e4203ca190e98f6eb178c82a4ac64d2b88ddfff45c953b0e9743525a752cbbca33674084f80b509770b3970ea0963db70ae6642b781b46aa2819f16ec04db038ba2cecd0099cb9bf4f295a856a9c6951397adafd77988471
it was pony tail day but i loooovvee dry shampoos!,ed4b954726454cdc86b1d79eae4507e51ff2f661f4d17e4cd1a5267ac5d16ae60443fe717392af9a561e472b8524b6ebf2bde31e097f5cc819a62a3954543f31
"growing out a pixie cut, so i am ready to rip my hair out. over it. hate it.",5caff615fb14fc4013c8c30ce632045cd51f2d91cc1678261975c08855b1d691c1c9d82537ca3deb3722a32922cacff4141bdbf276db04ab63b3228d0305fb60392fa27f89f4eccf7d810f2bee9db1ed
been there! i know the feeling oh so well,3e89da9a6aeb2bd9691bbe9b613617317d4221591782e12f60a837bf3038840491e5e8527442f3b7f6235663438f0b03
"biggest pet peeve is when i tell a customer ""have a good day"" and then they don't say anything back",ee996293e3a5062e226c5dca73142a69bbdc9b727a01f8eac9870bda2c524609111b01225df184533602c9faae4a88da0664e64430c355934163f0672e7a6b208a70d8d5387d1f77535e90c326f9fbfe4e04ea3a7c18eb04e17b5353a70446c271d1d677d0a86f965af8b6c46dd869c9
same. and when my staff leaves me hanging and don't show up for their shifts  i miss you! i wish we could've talked longer!,4e2cb45d46b8e1da889a19b2d42e5695d2e4a0b06517ae68dd75eab54669ad86113588a90402f53979715652d7dc7be990a33f1a1e58838355e33c54bc7af97d03df3155385481e8a157bafc127fd4c4d6118034d53665e69d39ddd0deb5a4e056c21bff991d587585ced30fa66b72567f1bf0d9f969615cdccf50bb733c724c
"omg i know i can't believe that, i would have been there if i wasn't working! &amp; i miss you i wish we could have also!!",eb4e9a245ac215c9cdab9792e3e8b80aabb1be0410dcfa2fa183bf7491577efb546b2651c738467422bc0101c7ea6b4c9bbc81c2a037938b6ae4172cd47099be2d5d013074eec5f7370cb87ce7d44af36f66c77a52f84cccb3f8400103b27fdd8702e77ffe7cf42c0ceb18efecc54ae4974c1db493eda640e6259925b29389a8
that would have been so nice to work with you again!! let's hang out soon!,1bac4ec1ae9afd3525892e53a0045fcd0ce2848154a14278a55b0aa6776e7120af200991e1b45b6e70956d6faa311f83c512dbde1b091260d592885fd5ce9c610c14e63271496d5bd2dc67d786af14be
i know we'll plan something soon!,6f2db49cea3a8fefb338680d6fb2c017ff0b4bdc34cc450b5a88b35d9a42c7539358ec3cb12d948a8ac5dff7c5c02d1f
how do i have 11 absences in english already,e577846721abe793dc3fbecd1d85b06e987bc387266e2ed9a7b08bfa51385832145541ab9f7862bc60346997c193fe79
15*,9a6c7b701e66a3a12a50b71c8e451103
still got a a tho,3aff3c2caafa142ddf08c0e3c64db78d070b06404d1306b272a27021fd123baa
c*,fa78c173ffb42099c97fee2d072d97ab
ms white is a saint,e0e09ddba2746fd697fcc43e66ac66ced8bf502f36a72e941235f5c8175ff38e
if you text back in 0.5 seconds hmu,ebe47261fcca26d808e69a440549a1af835201db1655cf0add0f043344ea2db7033a112decb3bc5096f692fd5ca89373
you got a iphone?,ad59c91614c824ad7718020728baffb5c76544dc71245be44cf2c4c8423b7854
yes ma'am,3f740b79754966cde09ab668c1649737
i ask cause i wanna play pool,903cc16f73e75b26ad2feaa921adc86e39701a7632db3177d0399045b5e225c9
say less,d2dbeb99066f997606bf787308f101bc
it's a bad day to be paul...,8bd992b08e1aa21e6e6c42bf6cf5e41e298c44f21e0a3bb6d6b940f88e158768
what's going on,bad8ee6ffd5dd0af0bb4c33b4574f38a
she's gonna officially break it off today.. poor paul.. it's not his fault he was born boring...,b0d15bb79c0171e4df5fa42fccf682a8bf13b8df7d49709fbf0fe41c8f3f2f398662b4b6cb7e5433dce4f01748f7fb16864f56aa681158b7f48039ec69835ca8fc6df1d7ea4bfe644255a15c334edf472d59dc05f2bb235f777ed5402337d4c1a90c340de8b7ac0a870cafe5205a406a
rip pauddy,639f277dfe215bc79728916adf66eed1
"the last thing i said to her when i dropped her off at school was ""be nice to him""",6765f599b1d524efcd5e4859eb47122b2693c6c140a98b71cc3a7d344587cfefc58a08efb257019f945ae47426af38d571e47207ac25bad85ea56134602b1f9236a34e9c95e99a478f398e37a42bfe68d1ce58f730ac9939b9f929edd295a98a
"watching this tnt nba deal about race, such weak sauce, so out of touch of the legit issues of the movement, why bother then",9d8746a5aa6a01cf95ff184da0b9d3aefdb6403159975508cd917fa85570b9c32762f39751ed988ce4bd7a8f0960a010bf156b1044d4c6de78d3777a3f4a7c150e0f92b2bd0fe02f86ba018902f8dbc17f9e2d8557b81aa12fff9e535e6bcaab99b7ea1ef0d80c40881121aeb6f41b09c881c67b7a7ed6c3a7852c760a6c84c8
like...what...is...the...point if you're giving one sided opinions?,62fff8ba55b0ff6555779720288c1e39051d9de2808e0b438fbd2708621d0e75a21251442a3399d7cb51700d82fb3903a1b09bebc601a6d5159c7bedb788a4b53b8bef0c354a52c2259a309fb4add4aa
"can at least one of them talk about their experience about how they were fd with because of their race, they have stories",5be7ea9a1fb0ce7bfc54323c5c69978d9c3cb6dda527428009668a2a95994568252abc11bf96de2ee00f69b02f61f00614245d03fbc68581e043a83415d4bc3d43949b7d9efbb19ba6385eaa5e11ec4e34472fdd29c5944f87f5a3e18ebbe7645d9cfc7484400afed422ab25a8a2c25b50644336dac18ca17401cbe1e23f1a9b
especially jim brown. they're not offering anything outside of typical victim/community blaming. this is solving nothing.,bfee141bd64ec3a708f221de9d1d6c34b3351cfed275b75a4c4fd88f51f742e1219e3d33520c87b2a63cb12e58b8539201c896313337ace01b5424f7a0d2ff8bbfdef3fa1c9f6cdf9fc929c6ab154f79adb1ce408e09768f24bc2f58cec6811a9ae970a7dde83418a7db1ac01483c7e33177df54f43e32725d58556b40c42b3c
"barkley is so out of touch, he is an uncle tom",cbb8d2105ad0942bb35edbe1383c05cb439ef0ac725369354d6d7ecb956ac08144e2c9a9a75c46392e9bb30e3a5b1a0b
i see you all the time,bf12bdaeaa58ac6697b17e31633bdb51d6d16e182e364d90af89120b6ba2a300
lol you do . why youn speak,d46964073c34c1f0d5c9ad557527cdffc098c46625996d59a2ce57c08509a590
you be looking unbothered &amp; it'd be awkward just walking up being like oh ik you lol,3f9a2b2fb3113481c98019e7ed26945f94ccbd8086108f0acbd4cad7be6f5d936f2c10a9fa42a2ad3f01880603269cbbf3ac60c42005fed24689ec5bd2332bec263cd86394bb0e7adf054139692d9e8a6a1c36137fffc0d6cd729abc75760c17
kml only because ion like people staring at me  but you could've came up to me . i'm nice,f998e42717e3bb76bc90b0eb8d3e64ba295ba22261b8176e4ffd993cd73a51ea24e143172fe8f8048e613c57c9df465ef3b70bc3fa0ff1bb517aaad969e93cd03b672c07a467aebb690268a718073d118a4a02c5bef5f5d16dfade2d18888374
eventually maybe lol,3502a32bcc28918028b15a5f6c3f65c5605cbb82ba5e292932610b47342ac546
i've been in college like 1/8th of the year and i already have 20 nau shirts,179a0e99665a17e421e4cc3f28ab8dd77884c1645856e1a21065345497bb23dc39e928672652fade49f9b55309cb03a32ab6f5477887a004bab20718497c7649515d871f41f291d672445295a97c05b3
it doesn't stop the older you get either,5e44155ce236e5502e2cf96037c87c2ee40949418dc3ba3b7423cf6c890e98b31e0b675e2928e37aa5c12d454c208eff
i love it,ae71b29911e405c7904ba1bcc25e2502
the shirts and the free food make it all worth it,11a377d6befb8196c7249342fe942816c6d6a91d8e34675bb78c60395c47432b852c5689077490e5762eeed180ccec2b2d8a0d17d28ae77e93861afe853cd658
you're right!! that's where all the money went that i paid!,90220b1073cd126ddc420c9b3dcf809f84e745ebd95f92aabfabf9a88eba3b24129b0dead23de664a5b6f43559529a381027ca2aa1a05ee996ee67a32e1b5cdc
"he did not raise those kids, their mothers and nannies did. he left his family for another woman when ivanka was seven.  #debate",71c7651a7ccc9874116ece97f982a705837c421d78cd1f4243537abc6399f715e2f7fdb65de5b92b35d28886255ff8940a20a8aff491a941e657a534ddae0e2ecc29bb4c4aae3f14f6101a3314729141cbf438a84fed448074622f4317605191dd48be41bfab62a2866febe8fc8614cc6bb3ea9a7aaf3222d17e9467fd3a07f7a97c8d63e45c43a187e14dc9b082257e
"you know so much ..... i am so impressed,,, should write a book",daf15edceb5e52b235954a1a181b9a951e066f4906becf34b2dd091bb9fb83d7e542417c4ce541bd3a23d8be0bebbacebcaf406d258c4c997546d1be9e431a31
have,a4c6db6d9d07ee5deb6e27046a72e654
"okay, i just think you might be assuming a bit about nanny.   mothers,agree..but he kids have his business mind,,, he taught them",aad8ed3e72306061926d2d2e0a6384a6f7e95f5d96446f41fee03c6b03fa773a33dda6a3acaaa795ae45936312d683cb8654f2cb5d7dfbbab144115c85e1f974948ac15ab5472d23c2dfa3a792fb8b04c25914e59d286bf4c9dd72c6b3a7d8237c1f757f80a5e88887ff7c78e13bde4fcae50e77c877d868f9da32760e91b689f604531a1decc7c711260fb83182e4fe
"you may be right. by their own admission, if they wanted to see dad it had to be in his office.",50da8457054f79313be6b08dc3921ec78598008cf28820d17705d63defd209cf6c807864e806e9afa7685ed07f676a5cc275723233e5b3544539f64b98f23baeff2d299d0199eec9c360a856c7c3c40451f8f2ee554c42af458519ee6d1dac08
filipinos and their trash decisions,c08f73f7fa5ebb018a31dc41a47cb396542288a6494c079400a4c75e092dafaf4055e0b8698556f493df2cdff6ccea77
"just like ur trash plays, scrub",dfc69ca858dce68b9d62a9f44f33c16470e572db1862d290d412f6faf381cf4c
fck you bruh. 70% league 20% ow 10% starcraft 2.. yes i will be mlg,781c47dff445cdfc8956bbc373dccdb2e366568ca273cb224c4682b04eea00bb0b0626cab538b438aeee135bab11db018750937f7b2bfabe2cec78e55b1a17a715f40ee93d0fb77b6622dc3955ed1165
most legit gamer,b0bf444b238b0bdb56d93c702d16d47dfa9fb78d51df86a9a9cd9629ace36a83
if mag succeed streaming plan ko. feature taka haha,57028fe7db3c30b7ef8427ff7a050fbc6f16318b717893354a71736a0f50fe299dc3d5d084723efb94178711652c3841e0b8ba7e1ae92be603858a8881c95e0d
tengo uno polmico: ximena clark #iguols,009c8c3a8d3579e4a128cc1ddc8c3e6358765a0521ad31ef596b8145ddf58cc7a483c9eaebf638931468702a8aa0a40d
"como el horno no estaba para bollos el otro da, nunca le pregunt al robok si considera que liz hurley es demasiado joven an.",de167896aeb26706759cc1b5bd19801ff9e117efdb5377584655138708436dcd5772d75e1880516958ef1298a969fd35f69351d5c685f4aa2bcbdc73e2ad1f54ae6315c1e42965ece081b48bab4424140f764854e0fa451cb53979456d6ddefbe9ae02962735189e2c8f03d47b7e4830e78d2952a97696591217c96d23152057
"el sr r me endilga (?) a m un gusto nefando por las menopusicas, de modo que seguro la encuentra bieja a hurley",135cf9031b338e9b3f2d3a8683d3a42d9923b08f1fb6a19a21f9751258887dfc84c0b31ca340b3643a25d8d7d8d0ebac7b5d658150b6f94a48ed2a063e4216fcb659139fac44d40ccaf79b01a80425dd344af4cf6f3e5f9dfd7d33efa71b73735f38cfc66dd518a1879ef34f1118c342
"oh, perdn. los confund.",982af901ad3bd5f9585caa386796d70e6a1d1465dc6390d364cf04e38126b9d8
"conoce a charlotte rampling, laider?",8b3f2ff7efd2f80424cb669f750782a027d8f7395affc051c25d71909d2798629d8ac64cf2cdac60c010ff59c50fc5c6
wish i liked concerts i would go see kanye,a76e1bb147c6dc9da01a26139f7aa6a1cfb6f5e992a042920843a16c8f4ad4dcab4f1d57b9b92b2f26a3259f6ded4aa2
what dont u like abt kanye?,2fedaeae3247723d43a040b5caac207e9108b743a2329f8d568e1ac047244d4e
lol thats what i meant to ask.....,a058d3cde22f465a8759d75272e62da63c7d0cfc2dc8736951aa4bb011ef6c82d25e043d058b3abdce5ea2b16e5a84c8
just too many people too much going on. i only would/have gone thru that for someone i absolutely love.... aka rihanna,98b23c2421a26390379edede38c06f4985923747c6344c521ffa13e481373c7c438b86c7e1d5cc3f3b9c1a3766a8bd345707c5dd0e7c9342ebcac7a097a16b2ac68bbd819581546d49c05dc9e58980fe389c62624f76cf3cc2da8a0409f5294e0434884c23b4f4afc77d36142511f0ab0c086638338527fbce5bc42c8c74d323
"lol omg. i love concerts, everything abt them. kanye concerts are great tho, so visual w ittt",202763f0bf64bb2e1384e267cf637cb956ddc4499ee237d515ca2e206694f4be5815f64745d2178ee704a086bfcb27784e02a866333dbd362d91b1f5921c345d586119038e80ac0bd1bb16b85da23cb5cb4a65eea8840c79440f9e3d97fde43c
oh this was a three parter huh? i totally forgot that! goodnite all and thanks 4 being here. sleep well and take care. llap.  #allstartr,eae5bd3ebb5d6d8fe5329ac69e4a56d1a49390960892f6f7e18a2f6aea7d5425f2d55087dc7b038410248bb1df32c01bde6bf3165a128db11a607cc65b0142ce10309933a0df9063fde4484138b9b43e05aeb75b3b7f580d33d4594a294b332ab61d5df4ea2ba9cbb0ef2a6552587c3197c39fe77cc347ee1eeea54734129fa2ed0f680b55a135e0ff0b9a73de5396f6
you have a good night too. hoping for good sleep for you tonight!,b92a6ec3c70f40ded6d8e7e63a04e576dbc3463c24d90e5cb4c8a5d1333710a51eac5625d949fe950e8fbb00966ca5f215137323d54cac07a35ecc65e9ce50e4167f83ffeb395cdee13569424609ba2a
