Plain_text,Key,Cipher_text
khalessi just got an army and her dragon burned the bald dude! i'm in love bro!,b'!\xd5v]VX\x1b\xe7\xc2\x1b\xbe\xe9\x83\\\x8bi',aa72726bb0615174b930739fd12b6f66fa0a7a0200383f53ac805c338b370be44f033b4e037e8d5f1df9c7163ddba9f9648cbbe3bc0931453d6a638c99f7307964d03c2758167694722d5f4980e17c94
"i didn't see this my bad bro but, yes i told you that you would dig the show dawg..",b'\xbfJ\x87{\x04B\x0et\xe8lE\xc5\xf6L\xd2\x84',6affc24fe4672c1eb963ed79eff1f0b8e3e52426e3a31d7e1570fbaae2cd5bfe84b3c8b7f26d67e9d4cef32ac026b7d5a3334ee06f0caae80181054b2300e89f0d8a75fbff9391fbba44547e84a73b663fbffc92781070cbaee5b220c617b530
this nigga chad is gay i swear,b'k\xff\xff\xd5\xfe\x9e\x18\xe9\x94{\xb6\x9av\xd9\xbbW',b50d0fd6c03f4e26e13b9f934c941e595cc311055bd84075c25895b1d94d6f07
it was the hack black ass,b's\x84\xa8e\xeb\xbdn\x8b\xef;\xd4.\xf9O\x08*',ec7805c506eaa41c3fba91ed79c7f5fc54759995d92cc80ba4d6c38089b400ce
who would do that...,b']\x04e\x05&\xa63\x9aV\xd7@]\x13\xe2\xb9\xb5',70ad9a24e37e08715e7be7b1fc240ec410f2b82249ee9df6d82c3f6bd8cb8583
lmao look at my snap. one of em really did that,b'\xb7\x92\xf0\xd5\xc0j\xb4D\xae\x1aHJ\xf5\x15\xed\xab',3c632b0f9fa195ad0759c98e011a12675cbe9db79a8e659f4711d1fd5c58e60cfe6b89e157ff702a37934cf32d04e9af
naw none of them did that,b'\xaa\xf9\x01\xa8Sz\xe0p\xf8\xc9\xde\xae\x04v\xe0\xe2',972b3e37cb5eccf0126cf944945bc6d174cb2e3f102eea8f9efdc5a528e92369
i left if any one of those teachers told me not to i was leaving regardless,"b'=\x95\\\xa0\n""\x97t\xc2e\x9a\x85<Ld\x0f'",b360a4f7c8ba23335e8986a2e56598fb614955f46457427f05f73c87f202ca64c18653744d6de5f0c8bc3cf13aefd2cf0deff590ba506c43789dee6b2a181cd949283d380d5f4fbd040be904f716c3bb
i wouldve too. isnt this twice in a week now of evacuations?,b'\xd2\x890\x10\xd5M\x9ee\x16\x14ZV\xb3y\xe7\xcb',5ed5cd55843225e6d06bd1fc56bcd73edbddf549c2de8f5adf67b9dbc37af9b5ea1ec7a88f4bd29ca17d3ac6313d1ff28fd037472cdadc651e79f6a4dc39b73d
who are you lady,b'\x8e{\xb6\x89\x17\xef\x02[#\x7f\xd8\x98\xd1K\x18\xc9',c1eebb8b7fb57ae450cee685c8fbe2a47e95a2ef72832dff425e58a929d3757e
whoa sorry there champ my kid goes there so i was looking for updates didnt know it was a problem 2 reply 2 u relax,b'\xef\x18\x89y\xd4\xf6\\:\x02\xd6\x10(\x9b\xf5\xc9\x01',ea758bc300ec4cc19a57b579a9e2ff5b75741df560f07b0917a94b5ab83297056791d70b338c4c3e3d367f521664cf7c289f3dac0f0d9b5b1df375def00ffdf6b66deed13bc296784fc898cfffe4761c6e876fee0e59c441e9dc531481ddbe10b4dcdbee05d4334b8988ff733d625d563c795039e0fe046075b3cc9ab6fb461c
oh i apologize not sure what's happening there right now,"b""\xb4/\x1d\x97\xc1vw\xa9\xa0\xec-H\xab'\x8f\x03""",5e1c97102157a792834b0d147a47b552cca088cca969fd4b1ce45aa1d464e4ca39a25685593c1c99543ad9ec8635faf64ec9134dfebf501542d7652d335effc5
why single mothers always mad at everyone except the person that made them a single mom?,b'V\x83]\xdc}0\xd6\x90zg\xb7;\xc5\x92\xd3\x7f',2b27119c3169394a6851911d38c83ed185be2c9d19bf7f158a26d2dde73ca5a0cf92ae9ed330b7ee0369a4d85a58449d09148a5f2c79895d6761fbd74da7c72ba93ef09be645681d48a0aa0fe6cfa528de391138765792f19aa4e2bcc96e589d
log off now,b'\x97=\xed)\xda\x04`\xe2\x11\x7fS\xaf\xbd\x85\xbcv',c008c94cfb1e431f231aef4c22dd179c
i'm bored at work,"b""\xc7\xb6F#\rG'\x19\xa7;\xb4\x14 j\x8c`""",fd3544df7dddc537438e209f1d1de437c39fb8e06a35ce6e1cc73daf517df53f
aren't you unemployed ?,b'-\x8aT9\xd2X\x913\xf9!\xa8-D\x0eJ\x84',41d8657c26a4b70606df561bd57d521b5a106e806a8de4faef3a4225fa87184e
exactly why i'm bored,b'\x15Yg\x16\xba<\x1b\xaf\x84]\xe8\xcc\xf9\xad\x86\x06',7d0d5c41bf424eed0f576bc8cef5cec8fd5ccbb78a7f48cf5d3df1689736b0bd
chainsmokers closer #pensdj,b' \xf6\x95\xe8\xf7\xb6Q^\r\xb4K\xc4v\x14\x02\xbf',02b89159a567faf046c61b6f75ce6faa2526817f9880c7fb902f366a8a4dc1c1
that song is so overplayed. i'm over it.,b'\xfe\xc1p\x96T\x80\x0f\xe6\xb0\x04\x03W\xa0_3?',7a47788084b01691febe8bf4dbeb1b5570b3c813967364123240356807babafe0d4fa14d025a825d7bd3a27ee1e3ff70
don't let me down is overplayed - closer isn't played enough!,b'\xe6hdAHF4+\x95\x9a#\xc2K4Y\x8c',f19463813d48102d7cc396d2dbe95637dccb36dc44d853bbecaba4f714e477eb52eb0418e24b739fee1643c4453ed083c825671f8c82e5cf05bd46fa7cdffced
don't let me down is somewhat overplayed. nowhere near closer though!,b'UO\xf0\x80Nq\x92%Y\xf6kq\xb2w\x0b\x89',91b986ffbbbe6a8103019e45f6ab2086e5967ae9bf7e52c3260ae81fd2a57bffe40dd37e4d821e263fe2b441373a4b825b0083b58dace4ae58f47203afcbc6bdb87199587f862ed2537ce4e0838ca6b6
you're overplayed!,b'5#\x89\x04\xf8\xe4\x92\xf5\x87\xb8\xc5\x19s\x8f\xb3\xee',4dae2eaf59905390aa1420917cd6ef0177ebd3a0e4db0d25e11ee3d65b6f14e5
so we're getting a couch next week . apartmentwarming soon come  #wewantgifts #yesliquorcounts,b'\x1d\x16\xf7\xd8\x95Z\xa5T\xfb\xe9\xd6I\xf0c\xa0\xfc',744cda386b0aa9f9db7fc4646e1a4b638b8b82064dfd352a8dfb30f067feef0e316e853db5887f9effce2809b934261d38b8e26685407d77bb2a2cfa116a61d7f2b9ee165be288b4c27b840c22d5828e4e461c4b9a8c6e10d2168396da11ae2f
aww congrats..i didn't know you found a place. &amp; we? who your roommate,b'\xf0\x8c\xafJd\x8a!\xe8\x8f\xadx\xe7\x91\xa4<\xb5',2b66aab825cba88d8e44afc488eb80beecb1c7179798056cd670d2d18d3790d1a0c6b3d3627a29e256247a75badcb6df13bfca5037d117d8bddff3e9154efbb6748767ea66f2fd4a1f03ef02b1579e0f
oh yeah thanks boo ! qiyanah is my roommate,b'\xfe\xb0\x14\xc3\x9d`\xc8\xc0\xde\xda\x17j{\xbaV+',8adba900ccdd836443ca983c045dd20f4c705a8db549ac4679760ae055b05caedfe18cc14dfa4bafe476ade3bd45ddc2
"yaaas okay okay! that's what's up, well i'll be at the warming once y'all get right!","b""|\xe7\xa7#'\x9e\x18\xa9\x039\x0f\xd4C&M>""",925c2fb81fb56c3a472b86fe654dd97e47ef6e6f7a1a250f57bf4b7e65ccf8224baeb199d39d5bbc15a1ce1b8b310df8319d673add148f32ef968881e258f02df20f77d8d1e51c9b41a25a13ca9f950ebfc68573047ba8d8503ecb0fa8b762e8
yassssss . i'll keep you posted on deets,b'\xe1\xea\x82J(}rj\xa9\x9bkh\xec\x137\x0f',4b8a8d90e36579697062e82490e47f970e9855bd989d35d0ff6616c281966d64037ac140eb6d53b4ba5520509d06ea34
im shuffling through my ygo decks and why is my dragon deck so useless? i need to rebuild it. my blackwing deck is still gucci tho,b'\xde\x82\x9ab\xfe\xb5>\xc9=\x8c\xe8\x0fL*hh',1f553fdb969527e62e64646074539a2167436bad8ea96d556c841ac10557a5bed94c62b0789d7c52f3cb8052286428fa22f02bdb58391bd864f7b4a2bb93e7ae44c56b4662bd529e36e2b947c28acec884bc3d34605ca9869c6fe41c2259757998f868cb38700095e9723d214b33399f07e556c3ca23f52f7c34f30ba26ba54608a1a297c08f3818f00939c392cfa866
i havent played in so long tho im super rusty w my cards and their effects.,b'\x04\xbf\x0c\x18\x89\xa1$\xb0\x9b{\xec\xd3\x1er\xe9\x05',e9c18d0e4fa4a7d067a7c725b08c2356ee2af03d25a688f536496fa7f563efa89273fe3f0f973ee17d8b15364af97d7042796cee3574b7fb326daddf046817f45cd638f0888ea9a53257840de89368e7
lets gooooo,b'\xf8\xa0l\xe4\xfb\x1d7\xd9\x98\x9cAb@x\xcf\xf2',6d35e008a371acdf5b3bd40119aa864e
but remind me to bring my deck home,b'>\x16/\xd5K\xe3\xc1\xcf\xa6\xdbA\xc6\xe7\x92S\xd1',1ea7c8ca125aabe71e602abe9f055faead5746ff56ad23c82bab6c388545ad876e26bd7be266154ae2ba03c5ba21cf59
tell me when u go home,b'\x08\x13\x90\x1b\x97lC/4\xe6\x069zB:\xed',4281eccec0184e7b0df091c5254303b79d33ce0f95ec1801b4f30162b0fc7fc3
no puedo arrancarte de mi alma y de mi mente . . .,b'*\xffg\xf0\xbe\xb4U\xfc\x19SRv\ns\xd5\xfd',a5349c8ce7d46f0b40cd484268a8f896d01bcb5111114aa2bf8bc3ecbc7978849c0ccd2d65328e341fc3250fb070b1b3b15b1febcab4e6a777e7af51eccdb880
i've been told i have that effect on ppl  sorry,b'9\xf9$\x10\xb6-\xbe\x02Q\x16Z\xe5G\xc7\x8d\r',c5dbc92943a20657e7012c35633cb714aba454446ef192ef9c829fd2eadccad045d8a5ffab2143391603ce7c613b5a1e
lol bishhhh ily  better see you monday,b'4\xc5\x987\x81\xda=<\xa8P\x00\x92\xa0\xb3\x02:',6298d3e200733f4a01c7c3b258730843179ca82136448f68653c528f9dbffe7130b5b476f4aab09a1ff1fa5605522657
"ily2  i have to see what time i work, but i'll my best. either way we have to hang out &amp; catch up!","b'w\x90\xac\x9aJ""\x16\x11\x00Ex\xe3\x94\xee\xc1\xe5'",fa60b9a5851b17ec8a972b12ddbc4bd2eefd9acc5a57738fa8967cb4b10e9bddd1c8d5b7e18e61816ddfcb044e92dcefef0f063a561662db8a73d065cfbfce9408481a071244d9f33f874b34f1e24f4d3806d6215392e145d18afd00c82daff186ddefeca31e7e9b17bbf8516377b9a2
hope you can make it if not yes we needa plan at least a lunch date havent seen u in decades lol.,"b'\x9e:U\x8f\xc3\x0e\xe8""\x8f\xb0\x19\xfb\xb5D\xcb""'",6892f74cbe0d71e4d8a1e42d7a8f96cab811c7380c9c300254f61de8953c3e702b638de90dd0a347dfa14333ddde4f1360ffe07f204ad3646c5b17bd713b4a62fd7aa39faf1fc1a1f81895378e6719edef8c500d84c70ba49aa6b92682de21b4eacc3e4db3ce6570fe6a8e9ebb00f657
women with big hair have a place in my heart and a place in my bed.,"b'\x9f\xf5i\x86""V\xa9\xad\x13\xad48\x02]AE'",78a4511cb5677772593946140f98fbcfedcfaee123d12b71e967b79b98c4ae4a3d3d15ee0d450b92f78fc248661839c2fd77fbd1b574395cd907d77d510d6e80ac176045415117bd111f26e00a0acee5
3a.m confession,b'\xbe>\xb2\xc6\xba\xd0\x922\xaf\xd4HC\x81\r\x9d\xc4',8ccbf8d7f2412130912d2905ae568e0f
"nah, they knew this, i had to reiterate lol","b'\xddZ\x96\xec#\xcbR\xbb,\xbc\xff\x156M\xdeM'",39a28ff009682e57325ed043375b49289508a26faf247d45f5eee94914e47fec3294623f9c08e3bf8e4970d31b7eaa1c
alright i got you. i will let every big hair women today at school know there's a place in your bed for them,b'.\xc84kp\x80\xfb\xd1y\x0b\x80^\xb6wK\x0f',6a2cf1a67dc934b2cfe213446ad5b83a0bdbefe031b0afad957ef16606e1dd033e5b56e7aff6c765112b57f5c7a2035e214adf073f34dd4d93a5730b3bd6fbb311a158e91076968816709e368a0664d8e2a04eaf1edb7782898d9012da0575084eb1fcd8b192957f437a884212df2ca5
"you real, give them my @ name lmao",b'L\x87\x9b\x92\x18\x8fd\xd6F\x7f0\xc6GT6?',e65d252a512b704d8db12daf1b9d9b5b35b5f5af87e3114f4b1f18a2cf171814972915dd2ed7e6355f74cf4e81acb53f
there's this weird kid on ig who doesn't follow me but he'll go like &amp; unlike the same pic of me every single day. it's been 2weeks,b'\xe3/\xbaM\xb9\xc5\x9c\xd8\xb7\xd7D\xe1\x9e\xb3\x94M',4c3ed2245da76c9cf2ec1223ac5ff3e6f44e69132c11c9e7552a8305c977cd0d870bc0dd32a1d03c71b2bac1c7851d6c1b118bc24efe0c1f1921d3e67501bf6f37b098e71f3d8fbe119a734e56736d75f30c32895fc3f96a2eff27205c65ab977a89ec4286fcf00f735a4ee1399842ecbaaaf7b372916aa8b21912d997e65817424b01f2eb6e3f8348dd71162f9a085e
can i just know why?  had to hit that block,b'\xe6\xacG\xcb\x814[\xf7\xf5\xf4\xb7\xf4\xcbcd\x06',283b15ee6996f13fa3b96dc85638b8de8e3e0ec74a1bd37f87ea5fe74590a0937cee471cb7f12e86a715bf7c7801592a
mental challenges,"b'\xca\x07\xd3$\x84\xb6\xfc""\xb6\x17\xb9\xb2i\xb9^_'",4949a84e5ce4bb0172bbcbc8bbfeefd9b9867f252cb9f9bed800adf9f8fb03b6
i cannot deal i swear,b'\xda\x99\x8d\xf3\xf7\xdc\xf4@\xb4x$\xb7\xa2L\x17\t',845a6b6fe1811ae7e23d8c4eca03193877849c58cca0d67fd8be5dfe9220f0fd
private is way much better tho,b'\x84\xfb\xd8f~\xfc\x83#\xcf\xa4\x0b\xec\xd7j\x0c\xeb',7028df1eec4292725698d3cce1b8474a7aeb280478e31ad47164cafe66d44b6a
yo why tf is there a semi stopped on the one way downtown unloading and shit during morning traffic?! wtf?,b'\xe1\xca\x87vK/\xb52jmdi9\xf1m\x1b',ef0b9ad0db7195c02b715fc7e29aef0ffca5abf581cdf61552ffe10a477f76da8eb8e99cb05d6bf98edf5130984fbff5374d4491871baee4cd0a398d190156ca560a34ff5c311084c04c93fff5bccd94ecabff3fa974a4f83adfc96447311b34a8bd523e73ec35acb277d18b8ee17e43
my fav time to call the ppl,b'\x87w\x85k\x91\xd9\x9f1\x00w\xc2\x0f\xdc\x03\x0f\xfe',d8f747bcec9414d7ecf11aabce508d14791c3b78e0296f28d5b27f6d030f70bd
what ppl?,b'\x7fd\x17\xb7F&\xa20\xcb\xe1\xc6\xdcA\x06\x9e\xa9',68fb1ea14338457bb29fc56472c221c8
whoever tows and tickets ppl,b'\x8e\xe8<~\xf0xZ\xbbz\xf9\x16r\xfcm\xd5\xc0',16e6f8ea2b11c2389b196f6bd6f72ddcc13ca5f2421bb60740a91242d664dbe3
ain't have time doe. i was already running late. i was pissed,b'\xf1\xd8\x85\x19\x1by\x95\xb6tc\x8b\xea\xd5\xc9\xf5\x98',f756a6f70b00689757d7c418d2d60d9e08e8c8bcb15c92e8713ec3f08b7bc25bfea58344555967cd96e3d3058dba759ad91ffc87e0cad34316bad5487a5a2edf
ross cheated on rachel idc fight me!!,"b'\xb4\x10\x9d\xfe\t`\xe0\xb5,s\xb2\x05\xe5G\xf8\xe0'",9ddb07a6c17c5f0b60b678b3ad3e7d2cc2f87d1580f67e7ce6e1d2e736390d2d09e7e2e1caee237ddfce6b4ae24384ce
actually they were on a break,b'\xcd\xf2\xbb*N\x02\x0b\x02w\x9f\xfb\x8c\xf1S\xbe\x84',30a7e916c3568f158a078aeecd4decc7121fe4ba8db1e360d76c60bc96db3f03
omg! don't do this!! so it makes it okay for him to cheat? if rachel would have done it every man would think otherwise,b'\x9fy\xcc\xa8|\xa8\xe1C\xad\xeddb-\xe7\xe7o',1e85106b8a16730c0133d9fd217a9f520e9f32a72014577ba2f132a8a0292d6ee9af2ba769694322d902b9419e8af898c6c0c86f6c1897cb5e7754340b70c7ae24a97f82d2ffd5695a07aee93dcbb356d34fbae726da38c8848d21254a2178885283bc1ae6d9a0e744f2a1e2d25fcfe096876273293ab3c51393b75ccab42a54
"buttt if she had never said she needed ""a break from us"" he never would have done any of that stuff!",b'=\xba\x81\xc2N \xccd*\xc7\xbb\x8c\x10\xdbGV',af0b873ea0599a57f436b0966de8734a8cce9804261ffea3c10161d484d0ed21815d35ed70120e5a14fb382ecb5d4095b486d8fb730cd46b78f36cd61461a6a499bcf698981c010192739d252825f1b7e2ddd3de4275c40f9f5c7af3e42eb1ca58e2994de9eeee8f453ece402a11e653
point is he cheated and he knows he fucked up big time that's why the ended up breaking up,b'\xd4\x9ei\xc2\xefY\x1bx\xd2um \xa9!z\xf0',87d2bc9d69eb6078936b1adb86edae14422966effde0d43898e4fcbaa8fc4ea0ba776285b92ca0428e41530800425624c265b12a19cac667a59dc3c83db66520c3290b47693313d258c8bb1f5761ec5af7d7fdfeae13a2c64869ad0641f00d03
"man, yuri on ice's ending song is so inspiring as well. even if i knew nothing about the anime, the opening and ending songs are so",b'\xec\x8en\xa8\xd4}<\xd4ndv[*D\xb7\xd4',70403d4869f2bf575c0545d1bef0ce775ed2214df1ac79d4314295be4b3af9fc535d733c4c8fa2a610b255a80fc846690777bfbf95ca1a660137138bad84c992c49c6dabf9f0fdda2e4821bb3f005ea4738ffa503a45dca7e70a1483d67104175fb428942c3668e728eba15f54768753bbc980e9f359340390c382f5c1251545ab111820131830bfdc20e88710bf0675
symbolic and self-inspiring. it's a good message to anyone trying to go after their dreams.,b'\xcfd\x9es\xd2i\xb3\xe1\x93\x84\r\x16z\xb5\x0c\xe6',944a365e2ef8961c0c1e8c12fb4c82a344f107916efb960e51061f09b01ed1a83549b4bb62f58cdd5c39b33aea9380b58615835df0397876d8de09675c3d2a06cbaa9e5c9641790253c7be193c6cb25c2289135d1407de0eb00f1bae016ada96
"not to mention, yuri isn't a prodigy. he's some normal awkward young twenty something that's coming into his own. i love that.",b'\xc3\x9fY\xeb\xd14s\xdf\xbf\xbc\xe2p\r\xf7\xf1\xcf',beab5fdf0da8f6df87f21fda87ad48ae0f4b6f4f85538b37ae51bb3d50a875a8e80cd7589bba3130bfc2c4b4c1492396b3b057c4d9c469f093326c1e32bc7d324cc7230f7b971104906c9cff48ece48da5b502d9378999d113904e18b541ca71cb76a04297484a6f7cc080179326c7b35e26d8e828784df1d8d3dd4d6cf99287
"like i can see so much of myself in him. lacking the confidence, being anxious, believing in somebody so much. it's perfect.","b')ke\xca6\x93\xefY\xad\xc2\xc3\xdf\xd1\xd3E""'",147f2c23230efb769dce2a398c661562c04a25fa677702f021570a9e7146fb008a03da89051c21dd17c1e08dd6e9e9041ee5b4f054c10c03df550108f610115dd38c2c94579d98d89a7e22103f9558dec111c7d15e300be2f3139a1d8da723a71348267ebf7f9a84b5e5eab3d2576956168857a83c5c301b0bdfaa8a56a6f743
i agree.,b'\xdd\xe4\xf81\x8a\xc8\xacTJ\xe1\xae1\x8dDtm',0935d8ebe9db9e9dd144b8ef24d44add
. what b the move,b'd\xfd;\xafx\xc5E\xffA\xb8#\xfc\x96f\xf1.',7aa418f8ec35d4818cde7aa33e44e9e67ad9fed4cc3c1d372bcdd0f4b9c06d50
shit wassup me &amp; cory linking up friday,b'\\\x94\xc5-\x15(/p\xd2\x99\xc4\xd12\\\x18\x16',02b11b939bb3ed304b87b5a0cb12e61533df8974536849c1f9949b11716b058007c9e4e05dbc9f3a9ef52496396666ab
aw yeah?,b'p\x1e\x89\xb1w\x02\xd8_#\xa4\xae\xcd\xad3\x01]',e7ec2cf448db508c9a4c54e3e1a4c4ce
naturally link up if you off,b'\x1c\xc2\xe2\x0c\xcc\xfc\xdc\xcec\xe95Z\xfc\xe6\x1e\x8a',a9ce89ce28baad80f7f981ef6e18add95d7d28f05383d1b235ad46985bb4dfac
on me i'm in pa for the week,"b'\xdc\xa8,\xael\xf5\xdd\x8d\xacL\xadg\xe4w\xa3\x13'",33fdd9e310c4ab2af6a0844869bb67502a6e136d299e811b7dc84eda49b5db03
soooo i got invited to compete in usc's hackathon this year and i'm super excited!!!!,b'\xf5\x9e.\xe5\x18\xb8\x17\x00\x1d\xc9\xaf\x98-[q\x1a',14e7913601087179d17b972b36a556cd335fb67189b1043d030f90442c4fd034205594845cdf8feaa6665c51e828aa513416b31226cfa8865fc32e550d0a62ad1d5fee374a29818f05dfdfa4ad17f32a298f633d1f153cd04dc38c2f78317f94
what is that i am kinda curious what is now since i have seen your tweet,b'\x00%\xf7\xa5\x06\xb7\xad\xe6\x8d\x9b\xd65\xab\xd5[\x9e',76e14955db53ee219c0ef7192ec668dd0d7333ade474e0cf110b69d641e8b718e6c4bf05edbe7c838d4705f6b9137b0ba5acffa5457c393b508a52111e04df41b571ec527859b6275077041e1cd3587a
its just developers joining in teams to make apps for it systems and compete against other teams,"b""\x85\xd1D%\x070X\x88\xca\xc3\x15q#VO'""",94ec0821652bd312088a826f1ed0104fe31e8b4f6831f1bd7791e01ea45c7db1dde139473738457e1605abcc41eab794f86641372eac0bde1f70a9e35d099b32dab68c791376018da94910cde3e88f2cd711494034400ac122862813c7c65747aa10b6db20a0fa01c219723a2fc3a8c4
ohh that's pretty kool now that i know what is but goodluck to you kill it out there,b'\xff;\x1b\xb1[5\x97e2\xd5\x8f\xae^S\xb4 ',091c1174b2fec96220d0320d18a9a40ad32e3b91f45bcee2e3cc040dd208c1efdc8650adfea71257c4315a95c2470150e0d93cdd525bd675ec07b6586225ffc8ad2544a6c68660feaccd73b5a61e714f8b68fe1e52fe751f174d72a279b9a753
thank you!!,b'R\xa0\xe5\xaa\xd2\xd0\xb8\x98\xbe\xb0\x80\xbav\x93\xbb\xb6',2d6cd5a00443cff47010596617a28eed
are looking for 1 for vegas. hit up nic or jazz they are in charge,"b""\x17G`N\xfbR\xac'm/\t\x91\xf2NJe""",981bd322ba9367adaf0253120e4866902c40435d4c7305712d97e9c5f478c23b7003a11a7f6a3e158630bf6ec6ec8b9d7679dbc201e8a35b1492bc2888c267b8f8de75f69124f7c18c78fbf67dfe2d48
i might come to vegas just to first round you old man,b'\xcc\xffy\x07[\xed\xda\x99T\x13\xca9\xbc\xd1d\xa0',8eb70eeb423329ac43f5265c3dbe622c1cac8c065c6fcf9e541721010a00c4758ea59d15f50cc969ff0a7d3fa9fde4abd73de3b01e0515f03a52ad969d07f1a8
that's just mean its ok tho i can get to the bar faster that way,b'\x9dd\x14\xf66y\xd7p0\x88\x08\x15\x97\xed\xc8\x8b',2fe22342e0b78152be36555ddb06b77efa42a6cfa02995da7318f7048092269380399e1fbbe78a39cdc2e7d87f0656b90d00f11cdbab91e823a53606d9015c1bc95749d3155e63ce26256e2c42112923
"haha, i'm jk nothin but love",b'\x86\xc4\xc6\x80\x14\xbf\xa0\xff4gd\xa06\xfa\xe2D',c2fb23ffbfd2406dd1550c28e6d6287cf6fb5bad3ced32453f3b885fccd54b38
i know much love always,b'w\xa2\x17\xb6\x0b1\x8a\xa6r\xcb\x87\xe0xQ\\\xca',81a12e1bf801d6ee712f2eee7cb68ab0ffa09b7bf570af8c73c82f2c128f804a
yooooo,b'V-\xde\x0c\x05=\x11WZ\x11YY\xaa\xc0N\xd7',adfb3fe7af05b67cdd635df0a5c2158f
my guy! give me some good news,b'\xfe\x8f6\x95^x>\xd4y.\x87\x0f\xca\xd6\xdc!',798e3f078732a372b2b4872e5f4a96ca7bd10495576a256595d51d11690eec65
back on the music grind. let's get it,b'@\x8c\x02\x8e\xf0\xbf\x90\x18\xc0\xc8\x02(\xc9 \x96w',ac182cf53fd324e243d1124650a893161fabb43936d7c622cafbd03c68c2adca3defd3344868e653ba60f97b4171c844
hit my line,b'\xe9~H\xa4*kt\xa7\xe9/<J\x9aKYL',3c2ba0819745733e40a9e25329f6a14e
i just hit it.,"b'K\xe0z_B\x81,3L\xe2\xbbX\xfd/*\xd3'",322c4fc9da57e6deebf0dcd21b0d86bd
bright and early,"b""^\x19\x1a\xf3\xed't\xc2\x12\x07U\xc2\xdf\x8d@1""",b058b44aeac6a9de6647eb30af65dffe064503adfdbfc77aa74c4467af36bfb5
why is that?,b'qZ\x13\xabwn\xc1\x8fS\xbd\xe9M\xc8U-4',8e901b6e8214d767037e9e703e0db287
always up this early,b'lim\xa5\xd40G\x8e\n\xfa\x1a95C\xa7\x9c',75e6975d879a50db1ad871b59bd8833ab1df2f2231aa82c74a2bc379bdf3e1c0
"really,early bird are ya?",b'\x00MN\x86\xdal\xd9\x00\xb7\xe9\xcc\x15\x1bTZ\xb9',1069b7c8e0bb4acb9efb2d3da3fdcb363e4e60ac3901d3fc347fbaf9dbdc8bce
can't wait to get the day started or just a habit?,b'\xe6\x90t@\xc0^\x98\x8b\xde\xc4\xbd;\x8a0\x88O',1af19311d53e404da3266c6601bcd0d74acfbb83894c5d262ac036f48255ba05c1c4fa4a7758d34b461fcb4f23a42e645809df0df8e4007e99aa32a63bbc75b7
up bored af,b'jc\xe3|f\xc5\x1fp7\xc7\xa6-\x7f\xe0\x9c\x02',61ef0276f79895a869b6a54e203a76d9
put down,b'\xaaO\xf8\x83K\xd8\x93|\xcb\xa6\xb6$\xe3\xc0\x15D',09994cc4b7a3816ba493059ed67ee75c
aint you at school ?,b'\xb6\xbb4\xc6\xa0\xf7mSD\xc9|Y\xd1.u\x9d',63c850e6366dc2c9b683db7d02f6afebc668096eda33e0542c60a79548dbfa6a
when money involve,"b'\xe17uk""\x023}\xd7\x17\x9f\'\xd6\x14\x01\x9d'",62e81d9ed30632e4d60972dd2053704a8db959005a75c2e8912babccb9289bca
school first,"b'\xec\xdce`\xf4,\xb1\x8b\x8cv\x98\x86W2\x00\xa8'",1f31adb9fa14412e9666a861808f0a2e
i'm just super emotionally stunted not heartless,b'_\xe4\xb8\xabOR1\x08\xddR\xb2\x90\xbad\x97\xda',2ab1995650e7ee7d6bad15c7ccba80e0da60e156a5c73c3a8b55239c7bb448925b320ef15d5f3441a9f00f4c1d15081519d09393ce203dfebee67269bc170cf2
you're eating a single serving pre-packaged slice of pumpkin pie alone.,"b""At1'\x07\xe4\xa5\x03!\xe8\xce\xec\t\xd0Y\xaa""",3f2e244f802c6e3ddf3b171593da2ec8cd456e52ef73f8759b040741550355c9447028f16fb24f68e4af8930d7dd50cbc757e939aa429ce5f4c237b23d94d681b531abd8f5d09309f2a84aeead268dfd
first of all fuck you second of all this is america i do what i want,"b""5'\xe3J\xd5\xbc\xf7b\x17Q\xbf(`\xad\x1ds""",5fc0b13695e7e5827f06e14419790167b6a4afe38ec57c8b3b08de03c19ef66449bf39763d45e4a77fd7ef92c1d2bc91dc8a8832ea844b011cef1298d6c2daa0859169f6f0c2ecd02dd4c753df2a0fe1
ok enjoy your pie knowing that was made for broken families and orphans,b'}\xb66_N\xef|\xf3r\xf4f\x1a\xf5\x85\x91p',608e021f789fc8d1e4d1a46faa6edecd1c8fb9a6fdcd784dc45fcf3adbde8b0dc721cadf09eb10b0780c7949bb1ee8b28f23c9be6889de75352a2071817a4bb02870a567250084060023ed3bb170cb75
the bridge by my apartment has a lane closed for construction so there's a big bottleneck of traffic there,b'\xa9\xb3\x1d\x88^\xeb\x04\xd5w\x93\xa6\\\xee\x1a\x86\x97',35e3e686bbf8ffe6331abfdefe7dffea4612c4bf1f4788b606d80c4c2bb1a449e91ac81e520e1a474fc996dc5dede9ce9ad46aeca98ffcbd8d80e828d779a319a699eaf7d8f69f74b87c6ec0248d5d5df51c9288851cbd35d587c5724860508b28da0db18a9a8c90414c66a9b6469e75
